case_id,method,block_id,state,device_id
VALUE04,VDF,B_5_4,precision,P1
VALUE04,VDF,B_5_5,precision,P1
VALUE04,VDF,B_6_1,precision,P2
VALUE04,VDF,B_6_2,precision,P2
VALUE04,VDF,B_6_3,ordinary,O3
VALUE04,VDF,B_6_4,ordinary,O3
VALUE04,VDF,B_6_5,ordinary,O3
VALUE04,MG,B_1_1,ordinary,O1
VALUE04,MG,B_1_3,ordinary,O1
VALUE04,MG,B_2_1,ordinary,O1
VALUE04,MG,B_2_3,ordinary,O1
VALUE04,MG,B_2_5,ordinary,O1
VALUE04,MG,B_3_1,ordinary,O1
VALUE04,MG,B_3_5,ordinary,O2
VALUE04,MG,B_4_1,precision,P1
VALUE04,MG,B_4_4,ordinary,O2
VALUE04,MG,B_4_5,ordinary,O2
VALUE04,MG,B_5_1,precision,P1
VALUE04,MG,B_5_2,precision,P2
VALUE04,MG,B_5_3,ordinary,O2
VALUE04,MG,B_5_4,ordinary,O2
VALUE04,MG,B_5_5,ordinary,O3
VALUE04,MG,B_6_1,precision,P1
VALUE04,MG,B_6_2,precision,P2
VALUE04,MG,B_6_3,ordinary,O3
VALUE04,MG,B_6_4,ordinary,O3
VALUE04,MG-LS,B_1_1,ordinary,O1
VALUE04,MG-LS,B_1_3,ordinary,O1
VALUE04,MG-LS,B_2_1,ordinary,O1
VALUE04,MG-LS,B_2_3,ordinary,O1
VALUE04,MG-LS,B_2_5,ordinary,O1
VALUE04,MG-LS,B_3_1,ordinary,O1
VALUE04,MG-LS,B_3_5,ordinary,O2
VALUE04,MG-LS,B_4_1,precision,P1
VALUE04,MG-LS,B_4_4,ordinary,O2
VALUE04,MG-LS,B_4_5,ordinary,O2
VALUE04,MG-LS,B_5_1,precision,P1
VALUE04,MG-LS,B_5_2,precision,P2
VALUE04,MG-LS,B_5_3,ordinary,O2
VALUE04,MG-LS,B_5_4,ordinary,O2
VALUE04,MG-LS,B_5_5,ordinary,O3
VALUE04,MG-LS,B_6_1,precision,P1
VALUE04,MG-LS,B_6_2,precision,P2
VALUE04,MG-LS,B_6_3,ordinary,O3
VALUE04,MG-LS,B_6_4,ordinary,O3
VALUE05,VF,B_1_1,precision,P1
VALUE05,VF,B_1_3,precision,P1
VALUE05,VF,B_2_1,precision,P1
VALUE05,VF,B_2_3,precision,P2
VALUE05,VF,B_2_5,precision,P2
VALUE05,VF,B_3_1,ordinary,O1
VALUE05,VF,B_3_5,ordinary,O1
VALUE05,VF,B_4_1,ordinary,O1
VALUE05,VF,B_4_4,ordinary,O1
VALUE05,VF,B_4_5,ordinary,O1
VALUE05,VF,B_5_1,ordinary,O1
VALUE05,VF,B_5_3,ordinary,O2
VALUE05,VF,B_5_4,ordinary,O2
VALUE05,VF,B_5_5,ordinary,O2
VALUE05,VF,B_6_1,ordinary,O2
VALUE05,VF,B_6_2,ordinary,O2
VALUE05,VF,B_6_3,ordinary,O3
VALUE05,VF,B_6_4,ordinary,O3
VALUE05,VF,B_6_5,ordinary,O3
VALUE05,VDF,B_1_1,ordinary,O1
VALUE05,VDF,B_1_3,ordinary,O1
VALUE05,VDF,B_2_1,ordinary,O1
VALUE05,VDF,B_2_3,ordinary,O1
VALUE05,VDF,B_2_5,ordinary,O1
VALUE05,VDF,B_3_1,ordinary,O1
VALUE05,VDF,B_3_5,ordinary,O2
VALUE05,VDF,B_4_1,ordinary,O2
VALUE05,VDF,B_4_4,ordinary,O2
VALUE05,VDF,B_4_5,ordinary,O2
VALUE05,VDF,B_5_1,ordinary,O2
VALUE05,VDF,B_5_3,precision,P1
VALUE05,VDF,B_5_4,precision,P1
VALUE05,VDF,B_5_5,precision,P1
VALUE05,VDF,B_6_1,precision,P2
VALUE05,VDF,B_6_2,precision,P2
VALUE05,VDF,B_6_3,ordinary,O3
VALUE05,VDF,B_6_4,ordinary,O3
VALUE05,VDF,B_6_5,ordinary,O3
VALUE05,MG,B_1_1,ordinary,O1
VALUE05,MG,B_1_3,ordinary,O1
VALUE05,MG,B_2_1,ordinary,O1
VALUE05,MG,B_2_3,ordinary,O1
VALUE05,MG,B_2_5,ordinary,O1
VALUE05,MG,B_3_1,ordinary,O1
VALUE05,MG,B_3_5,ordinary,O2
VALUE05,MG,B_4_1,ordinary,O2
VALUE05,MG,B_4_4,ordinary,O2
VALUE05,MG,B_4_5,ordinary,O2
VALUE05,MG,B_5_1,ordinary,O2
VALUE05,MG,B_5_3,ordinary,O3
VALUE05,MG,B_5_4,ordinary,O3
VALUE05,MG,B_5_5,ordinary,O3
VALUE05,MG-LS,B_1_1,ordinary,O1
VALUE05,MG-LS,B_1_3,ordinary,O1
VALUE05,MG-LS,B_2_1,ordinary,O1
VALUE05,MG-LS,B_2_3,ordinary,O1
VALUE05,MG-LS,B_2_5,ordinary,O1
VALUE05,MG-LS,B_3_1,ordinary,O1
VALUE05,MG-LS,B_3_5,ordinary,O2
VALUE05,MG-LS,B_4_1,ordinary,O2
VALUE05,MG-LS,B_4_4,ordinary,O2
VALUE05,MG-LS,B_4_5,ordinary,O2
VALUE05,MG-LS,B_5_1,ordinary,O2
VALUE05,MG-LS,B_5_3,ordinary,O3
VALUE05,MG-LS,B_5_4,ordinary,O3
VALUE05,MG-LS,B_5_5,ordinary,O3
VALUE06,VF,B_1_1,precision,P1
VALUE06,VF,B_1_3,precision,P1
VALUE06,VF,B_2_1,precision,P1
VALUE06,VF,B_2_3,precision,P2
VALUE06,VF,B_2_5,precision,P2
VALUE06,VF,B_3_1,ordinary,O1
VALUE06,VF,B_3_5,ordinary,O1
VALUE06,VF,B_4_1,ordinary,O1
VALUE06,VF,B_4_4,ordinary,O1
VALUE06,VF,B_4_5,ordinary,O1
VALUE06,VF,B_5_1,ordinary,O1
VALUE06,VF,B_5_3,ordinary,O2
VALUE06,VF,B_5_4,ordinary,O2
VALUE06,VF,B_5_5,ordinary,O2
VALUE06,VF,B_6_1,ordinary,O2
VALUE06,VF,B_6_2,ordinary,O2
VALUE06,VF,B_6_3,ordinary,O3
VALUE06,VF,B_6_4,ordinary,O3
VALUE06,VF,B_6_5,ordinary,O3
VALUE06,VDF,B_1_1,ordinary,O1
VALUE06,VDF,B_1_3,ordinary,O1
VALUE06,VDF,B_2_1,ordinary,O1
VALUE06,VDF,B_2_3,ordinary,O1
VALUE06,VDF,B_2_5,ordinary,O1
VALUE06,VDF,B_3_1,ordinary,O1
VALUE06,VDF,B_3_5,ordinary,O2
VALUE06,VDF,B_4_1,ordinary,O2
VALUE06,VDF,B_4_4,ordinary,O2
VALUE06,VDF,B_4_5,ordinary,O2
VALUE06,VDF,B_5_1,ordinary,O2
VALUE06,VDF,B_5_3,precision,P1
VALUE06,VDF,B_5_4,precision,P1
VALUE06,VDF,B_5_5,precision,P1
VALUE06,VDF,B_6_1,ordinary,O3
VALUE06,VDF,B_6_2,ordinary,O3
VALUE06,VDF,B_6_3,ordinary,O3
VALUE06,VDF,B_6_4,precision,P2
VALUE06,VDF,B_6_5,precision,P2
VALUE06,MG,B_1_1,ordinary,O1
VALUE06,MG,B_1_3,ordinary,O1
VALUE06,MG,B_2_1,ordinary,O1
VALUE06,MG,B_2_3,ordinary,O1
VALUE06,MG,B_2_5,ordinary,O1
VALUE06,MG,B_3_1,ordinary,O1
VALUE06,MG,B_3_5,ordinary,O2
VALUE06,MG,B_4_1,ordinary,O2
VALUE06,MG,B_4_4,ordinary,O2
VALUE06,MG,B_4_5,ordinary,O2
VALUE06,MG,B_5_1,ordinary,O2
VALUE06,MG,B_5_3,ordinary,O3
VALUE06,MG,B_5_4,ordinary,O3
VALUE06,MG,B_5_5,ordinary,O3
VALUE06,MG,B_6_1,precision,P1
VALUE06,MG,B_6_2,precision,P1
VALUE06,MG,B_6_3,precision,P1
VALUE06,MG,B_6_4,precision,P2
VALUE06,MG,B_6_5,precision,P2
VALUE06,MG-LS,B_1_1,ordinary,O1
VALUE06,MG-LS,B_1_3,ordinary,O1
VALUE06,MG-LS,B_2_1,ordinary,O1
VALUE06,MG-LS,B_2_3,ordinary,O1
VALUE06,MG-LS,B_2_5,ordinary,O1
VALUE06,MG-LS,B_3_1,ordinary,O1
VALUE06,MG-LS,B_3_5,ordinary,O2
VALUE06,MG-LS,B_4_1,ordinary,O2
VALUE06,MG-LS,B_4_4,ordinary,O2
VALUE06,MG-LS,B_4_5,ordinary,O2
VALUE06,MG-LS,B_5_1,ordinary,O2
VALUE06,MG-LS,B_5_3,ordinary,O3
VALUE06,MG-LS,B_5_4,ordinary,O3
VALUE06,MG-LS,B_5_5,ordinary,O3
VALUE06,MG-LS,B_6_1,precision,P1
VALUE06,MG-LS,B_6_2,precision,P1
VALUE06,MG-LS,B_6_3,precision,P1
VALUE06,MG-LS,B_6_4,precision,P2
VALUE06,MG-LS,B_6_5,precision,P2
